,year,month,intent,police,sex,age,race,place,education
49820,2013,5,Suicide,0,M,20.0,White,Home,Less than HS
49825,2013,5,Suicide,0,M,21.0,White,Other specified,Some college
49827,2013,5,Suicide,0,F,44.0,White,Home,Some college
49830,2013,5,Suicide,0,M,53.0,White,Other specified,Less than HS
49832,2013,6,Suicide,0,M,43.0,White,Other specified,BA+
49833,2013,5,Suicide,0,M,40.0,White,Other specified,Some college
49835,2013,6,Suicide,0,M,50.0,White,Other specified,HS/GED
49836,2013,5,Suicide,0,M,52.0,White,Home,Some college
49837,2013,6,Suicide,0,M,13.0,White,Other specified,Less than HS
49843,2013,6,Suicide,0,M,44.0,White,Trade/service area,HS/GED
49844,2013,6,Suicide,0,M,54.0,White,Other specified,HS/GED
49849,2013,6,Suicide,0,M,61.0,White,Trade/service area,HS/GED
49856,2013,6,Suicide,0,M,24.0,White,Home,Less than HS
49858,2013,6,Suicide,0,M,87.0,White,Other specified,HS/GED
49860,2013,6,Suicide,0,M,61.0,White,Other specified,HS/GED
49871,2013,7,Suicide,0,M,73.0,White,Trade/service area,Less than HS
49875,2013,7,Suicide,0,F,68.0,White,Home,HS/GED
49877,2013,7,Suicide,0,M,80.0,White,Trade/service area,HS/GED
49879,2013,7,Suicide,0,F,64.0,White,Home,BA+
49886,2013,7,Suicide,0,M,73.0,White,Other specified,BA+
49891,2013,7,Suicide,0,M,21.0,Black,Other specified,Some college
49894,2013,7,Suicide,0,M,53.0,White,Other specified,HS/GED
49897,2013,7,Suicide,0,M,46.0,White,School/instiution,HS/GED
49910,2013,8,Suicide,0,M,64.0,White,Home,Less than HS
49913,2013,8,Suicide,0,F,68.0,White,Home,BA+
49920,2013,8,Accidental,0,M,3.0,White,Home,Less than HS
49921,2013,8,Suicide,0,M,21.0,White,Other specified,Some college
49924,2013,8,Suicide,0,M,51.0,White,Trade/service area,Some college
49926,2013,8,Suicide,0,M,29.0,White,Street,Less than HS
49931,2013,8,Suicide,0,F,56.0,White,Home,Some college
49935,2013,8,Suicide,0,M,24.0,White,Other unspecified,Some college
49936,2013,8,Suicide,0,F,41.0,White,Home,Some college
49943,2013,9,Accidental,0,M,14.0,Black,Home,Less than HS
49946,2013,9,Suicide,0,M,50.0,White,Other specified,Some college
49950,2013,8,Suicide,0,M,81.0,White,Home,BA+
49951,2013,9,Suicide,0,M,19.0,White,Home,HS/GED
49952,2013,9,Suicide,0,M,48.0,White,Other specified,HS/GED
49960,2013,8,Suicide,0,M,49.0,White,Other unspecified,HS/GED
49961,2013,9,Suicide,0,M,42.0,Hispanic,Street,Some college
49962,2013,9,Suicide,0,M,54.0,White,Trade/service area,HS/GED
49965,2013,9,Suicide,0,F,17.0,Asian/Pacific Islander,Home,Less than HS
49966,2013,9,Suicide,0,F,70.0,White,Home,Less than HS
49973,2013,9,Suicide,0,M,50.0,White,Home,HS/GED
49974,2013,10,Accidental,0,M,42.0,White,Home,HS/GED
49976,2013,10,Suicide,0,M,54.0,White,Other specified,Some college
49979,2013,10,Suicide,0,M,49.0,White,Other specified,HS/GED
49981,2013,10,Suicide,0,M,28.0,White,Trade/service area,Less than HS
49982,2013,10,Suicide,0,M,84.0,White,Home,Less than HS
49984,2013,10,Suicide,0,F,18.0,White,Home,Less than HS
49986,2013,10,Suicide,0,M,79.0,White,Other specified,Less than HS
49988,2013,10,Suicide,0,M,63.0,White,Trade/service area,HS/GED
49990,2013,10,Suicide,0,F,45.0,White,Home,HS/GED
49994,2013,10,Suicide,0,F,38.0,White,Home,HS/GED
49999,2013,10,Suicide,0,M,41.0,White,Farm,HS/GED
50001,2013,10,Suicide,0,M,58.0,Black,Street,HS/GED
50002,2013,10,Suicide,0,F,57.0,White,Home,BA+
50003,2013,10,Suicide,0,F,58.0,White,Home,Less than HS
50010,2013,10,Suicide,0,M,26.0,White,Home,Some college
50011,2013,8,Suicide,0,F,65.0,White,Home,HS/GED
50015,2013,10,Suicide,0,M,53.0,White,Home,Less than HS
50020,2013,11,Suicide,0,M,27.0,White,Other specified,HS/GED
50021,2013,11,Suicide,0,M,63.0,White,Other specified,BA+
50026,2013,11,Suicide,0,M,17.0,White,Other specified,Less than HS
50030,2013,11,Suicide,0,M,77.0,White,Home,HS/GED
50031,2013,11,Undetermined,0,M,32.0,Hispanic,Home,HS/GED
50033,2013,11,Suicide,0,M,49.0,White,Other specified,Less than HS
50035,2013,11,Suicide,0,M,20.0,White,Home,HS/GED
50036,2013,11,Suicide,0,M,29.0,White,Other specified,Some college
50038,2013,11,Suicide,0,M,59.0,White,Residential institution,HS/GED
50043,2013,11,Suicide,0,M,53.0,Native American/Native Alaskan,Other specified,HS/GED
50046,2013,11,Suicide,0,M,40.0,White,Home,Some college
50048,2013,11,Suicide,0,M,65.0,White,Home,Less than HS
50049,2013,11,Suicide,0,F,30.0,Black,Home,HS/GED
50058,2013,12,Suicide,0,M,29.0,White,Trade/service area,Some college
50063,2013,11,Undetermined,0,M,23.0,White,Home,Some college
50065,2013,12,Suicide,0,M,83.0,White,Home,Some college
50069,2013,12,Suicide,0,M,20.0,White,Street,Some college
50071,2013,12,Suicide,0,M,36.0,Black,Home,BA+
50072,2013,12,Suicide,0,M,46.0,White,Street,HS/GED
50073,2013,12,Suicide,0,F,42.0,White,Home,Some college
50075,2013,12,Suicide,0,M,35.0,White,Home,Some college
50076,2013,12,Suicide,0,M,73.0,White,Home,Some college
50077,2013,12,Suicide,0,F,48.0,White,Home,Some college
50079,2013,12,Suicide,0,M,18.0,White,Home,Less than HS
50081,2013,12,Suicide,0,M,45.0,White,Other specified,HS/GED
50085,2013,12,Suicide,0,M,77.0,Black,Trade/service area,HS/GED
50093,2013,1,Suicide,0,M,52.0,White,Other specified,BA+
50094,2013,1,Suicide,0,M,29.0,White,Home,Some college
50095,2013,1,Suicide,0,M,24.0,Hispanic,Home,HS/GED
50096,2013,1,Suicide,0,M,17.0,White,Home,HS/GED
50097,2013,1,Suicide,0,M,29.0,White,Home,HS/GED
50098,2013,1,Suicide,0,M,37.0,White,Other specified,BA+
50099,2013,1,Suicide,0,M,42.0,White,Home,BA+
50100,2013,1,Suicide,0,M,24.0,White,Home,HS/GED
50104,2013,1,Suicide,0,M,32.0,White,Home,BA+
50106,2013,1,Suicide,0,M,84.0,White,Home,Less than HS
50107,2013,1,Suicide,0,M,69.0,White,Other specified,Less than HS
50109,2013,1,Suicide,0,M,77.0,White,Home,BA+
50111,2013,1,Suicide,0,M,28.0,White,Trade/service area,Some college
50120,2013,1,Suicide,0,F,28.0,White,Home,BA+
50121,2013,1,Suicide,0,M,36.0,White,Home,BA+
50122,2013,1,Suicide,0,M,33.0,White,Other specified,Some college
50124,2013,1,Suicide,0,M,87.0,White,Home,HS/GED
50126,2013,1,Suicide,0,F,25.0,White,Other specified,Some college
50127,2013,1,Suicide,0,M,34.0,White,Other specified,HS/GED
50129,2013,1,Suicide,0,M,59.0,White,Other unspecified,Some college
50130,2013,2,Suicide,0,F,62.0,Black,Home,Some college
50132,2013,2,Suicide,0,F,23.0,White,Home,Some college
50134,2013,2,Suicide,0,F,24.0,White,Home,Some college
50135,2013,2,Suicide,0,M,17.0,White,Home,Less than HS
50137,2013,2,Suicide,0,M,28.0,White,School/instiution,Some college
50139,2013,2,Suicide,0,M,34.0,Native American/Native Alaskan,Home,Some college
50140,2013,2,Suicide,0,F,58.0,White,Home,BA+
50143,2013,2,Suicide,0,M,39.0,Black,Home,Some college
50144,2013,2,Suicide,0,M,39.0,White,Street,HS/GED
50145,2013,2,Suicide,0,M,65.0,White,Home,Some college
50148,2013,2,Suicide,0,M,63.0,White,Other specified,Some college
50152,2013,2,Suicide,0,M,46.0,Native American/Native Alaskan,Home,HS/GED
50154,2013,2,Suicide,0,M,26.0,White,Street,HS/GED
50155,2013,2,Suicide,0,M,44.0,White,Other specified,Some college
50157,2013,2,Undetermined,0,M,75.0,White,Home,HS/GED
50159,2013,3,Suicide,0,M,31.0,White,Other specified,Some college
50160,2013,3,Suicide,0,M,40.0,Native American/Native Alaskan,Home,Some college
50164,2013,3,Suicide,0,M,30.0,White,Home,BA+
50165,2013,3,Suicide,0,M,76.0,White,Other specified,BA+
50167,2013,3,Accidental,0,M,55.0,White,Home,Some college
50168,2013,3,Suicide,0,M,86.0,White,Home,Less than HS
50170,2013,3,Suicide,0,F,49.0,White,Home,Some college
50174,2013,3,Suicide,0,M,82.0,White,Home,Less than HS
50182,2013,3,Suicide,0,M,50.0,Black,Home,HS/GED
50184,2013,4,Suicide,0,M,23.0,White,Other unspecified,Some college
50191,2013,4,Suicide,0,M,33.0,White,Home,BA+
50195,2013,4,Suicide,0,M,18.0,White,Other specified,Less than HS
50196,2013,4,Suicide,0,F,39.0,Hispanic,Other specified,HS/GED
50199,2013,4,Suicide,0,M,59.0,White,Trade/service area,Some college
50201,2013,4,Suicide,0,M,41.0,White,Home,HS/GED
50203,2013,4,Undetermined,0,M,46.0,White,Home,BA+
50205,2013,4,Accidental,0,M,21.0,White,Home,Some college
50207,2013,4,Suicide,0,M,36.0,White,Street,Some college
50212,2013,4,Suicide,0,M,52.0,White,Other specified,Some college
50213,2013,4,Suicide,0,M,42.0,Native American/Native Alaskan,Home,Less than HS
50214,2013,5,Suicide,0,M,46.0,White,Other specified,Some college
50215,2013,5,Suicide,0,M,24.0,White,Other specified,BA+
50229,2013,5,Suicide,0,M,26.0,White,Home,Some college
50230,2013,5,Suicide,0,M,27.0,White,Other specified,BA+
50231,2013,5,Suicide,0,M,87.0,White,Home,HS/GED
50238,2013,5,Suicide,0,M,87.0,White,Home,Some college
50239,2013,5,Suicide,0,M,64.0,White,Street,HS/GED
50240,2013,5,Suicide,0,F,34.0,White,Home,Some college
50242,2013,5,Suicide,0,M,20.0,White,Street,HS/GED
50245,2013,5,Suicide,0,M,23.0,White,Home,BA+
50247,2013,5,Suicide,0,F,50.0,White,Home,Some college
50249,2013,5,Suicide,0,M,68.0,White,Home,BA+
50251,2013,5,Suicide,0,M,76.0,White,Other specified,Less than HS
50253,2013,5,Suicide,0,M,72.0,White,Home,BA+
50254,2013,5,Suicide,0,F,49.0,White,Home,Some college
50256,2013,5,Suicide,0,M,57.0,White,Home,Some college
50257,2013,6,Suicide,0,M,30.0,White,Other specified,BA+
50258,2013,6,Suicide,0,M,65.0,White,Other unspecified,Some college
50262,2013,6,Suicide,0,M,18.0,White,Other specified,Some college
50265,2013,6,Suicide,0,M,55.0,White,Other specified,BA+
50267,2013,6,Suicide,0,M,70.0,White,Other specified,Less than HS
50270,2013,6,Suicide,0,M,22.0,White,Industrial/construction,Some college
50275,2013,6,Suicide,0,M,75.0,White,Home,Some college
50277,2013,6,Suicide,0,M,60.0,White,Other specified,BA+
50280,2013,6,Suicide,0,M,52.0,White,Street,Less than HS
50282,2013,6,Suicide,0,M,34.0,White,Farm,Some college
50283,2013,6,Suicide,0,M,80.0,White,Home,HS/GED
50289,2013,6,Suicide,0,M,35.0,White,Other unspecified,Some college
50291,2013,6,Suicide,0,M,73.0,White,Street,HS/GED
50293,2013,6,Suicide,0,M,60.0,White,Other unspecified,Some college
50305,2013,7,Suicide,0,M,80.0,White,Home,BA+
50309,2013,7,Suicide,0,F,78.0,White,Home,Some college
50312,2013,7,Suicide,0,M,52.0,White,Home,Some college
50323,2013,7,Suicide,0,F,40.0,White,Other unspecified,BA+
50327,2013,8,Suicide,0,M,43.0,White,Other specified,Some college
50328,2013,7,Suicide,0,F,13.0,White,Home,Less than HS
50332,2013,8,Suicide,0,M,69.0,White,Other specified,HS/GED
50333,2013,8,Suicide,0,M,26.0,White,Trade/service area,Some college
50334,2013,8,Accidental,0,M,47.0,White,Home,HS/GED
50336,2013,8,Suicide,0,F,26.0,White,Other specified,Some college
50338,2013,8,Suicide,0,M,37.0,White,Street,Less than HS
50341,2013,8,Suicide,0,M,68.0,White,Home,Less than HS
50342,2013,8,Suicide,0,M,20.0,White,Other specified,HS/GED
50344,2013,8,Suicide,0,M,32.0,Hispanic,Other specified,HS/GED
50346,2013,8,Suicide,0,F,63.0,White,Trade/service area,HS/GED
50349,2013,8,Suicide,0,M,46.0,White,Street,HS/GED
50352,2013,8,Suicide,0,M,84.0,White,Home,HS/GED
50353,2013,8,Suicide,0,M,53.0,Native American/Native Alaskan,Other specified,HS/GED
50358,2013,8,Suicide,0,M,64.0,White,Other specified,BA+
50360,2013,8,Suicide,0,M,54.0,White,Trade/service area,HS/GED
50361,2013,8,Suicide,0,F,43.0,Asian/Pacific Islander,Home,BA+
50363,2013,8,Suicide,0,M,58.0,White,Home,Some college
50366,2013,8,Suicide,0,F,27.0,White,Home,BA+
50371,2013,9,Suicide,0,F,53.0,White,Home,BA+
50373,2013,9,Suicide,0,M,31.0,White,Home,BA+
50382,2013,9,Suicide,0,M,49.0,White,Other specified,BA+
50386,2013,9,Suicide,0,M,71.0,White,Other specified,Some college
50388,2013,9,Suicide,0,M,52.0,White,Other specified,BA+
50391,2013,9,Suicide,0,F,47.0,White,Home,BA+
50392,2013,9,Suicide,0,M,44.0,Asian/Pacific Islander,Other specified,Some college
50393,2013,9,Suicide,0,M,70.0,White,Other specified,HS/GED
50394,2013,9,Suicide,0,M,45.0,White,Home,BA+
50397,2013,9,Suicide,0,M,57.0,White,Home,Some college
50398,2013,9,Suicide,0,M,73.0,White,Home,Some college
50399,2013,9,Suicide,0,M,39.0,White,Home,Some college
50403,2013,9,Suicide,0,M,26.0,Hispanic,Home,HS/GED
50410,2013,9,Suicide,0,F,35.0,White,Home,HS/GED
50411,2013,9,Suicide,0,M,29.0,Black,Home,BA+
50413,2013,10,Suicide,0,M,35.0,White,Home,Less than HS
50415,2013,9,Suicide,0,M,59.0,White,Street,BA+
50416,2013,10,Suicide,0,M,86.0,White,Other specified,Less than HS
50417,2013,10,Suicide,0,F,63.0,White,Home,Less than HS
50419,2013,10,Suicide,0,F,31.0,White,Home,Some college
50422,2013,10,Suicide,0,M,57.0,White,Other specified,Some college
50430,2013,10,Suicide,0,F,23.0,White,Other specified,Some college
50434,2013,10,Suicide,0,M,22.0,Black,Home,Some college
50435,2013,10,Suicide,0,F,68.0,White,Home,Some college
50436,2013,10,Suicide,0,M,55.0,White,Other specified,HS/GED
50443,2013,10,Suicide,0,F,25.0,White,Other specified,Some college
50447,2013,10,Suicide,0,F,24.0,White,Other specified,Some college
50448,2013,10,Undetermined,0,M,44.0,White,Other specified,Some college
50453,2013,11,Suicide,0,M,42.0,White,Home,HS/GED
50456,2013,11,Suicide,0,M,52.0,White,Other specified,HS/GED
50459,2013,11,Suicide,0,M,45.0,White,Other unspecified,HS/GED
50461,2013,11,Suicide,0,M,35.0,White,Home,Some college
50462,2013,11,Suicide,0,M,48.0,White,Other specified,Some college
50463,2013,11,Suicide,0,M,74.0,White,Home,BA+
50465,2013,11,Suicide,0,M,17.0,White,Street,Less than HS
50466,2013,11,Suicide,0,M,47.0,White,Other unspecified,HS/GED
50467,2013,11,Suicide,0,M,53.0,White,Home,BA+
50468,2013,11,Suicide,0,F,51.0,White,Home,HS/GED
50473,2013,11,Suicide,0,F,77.0,White,Home,BA+
50474,2013,11,Suicide,0,M,74.0,White,Home,Some college
50475,2013,11,Suicide,0,M,45.0,White,Home,BA+
50477,2013,11,Suicide,0,F,63.0,White,Home,Some college
50478,2013,11,Suicide,0,F,47.0,White,Home,Less than HS
50479,2013,11,Suicide,0,M,36.0,White,Street,HS/GED
50484,2013,11,Suicide,0,M,52.0,White,Other specified,BA+
50486,2013,11,Undetermined,0,M,27.0,White,Other specified,Some college
50488,2013,12,Suicide,0,M,55.0,White,Other unspecified,Some college
50492,2013,12,Suicide,0,M,60.0,White,Home,Less than HS
50493,2013,12,Suicide,0,M,56.0,White,Other specified,HS/GED
50498,2013,12,Suicide,0,F,27.0,White,Home,BA+
50502,2013,12,Suicide,0,M,91.0,White,Home,Less than HS
50506,2013,12,Suicide,0,M,60.0,Native American/Native Alaskan,Other specified,Some college
50507,2013,12,Suicide,0,M,84.0,White,Trade/service area,HS/GED
50508,2013,12,Suicide,0,F,43.0,White,Home,Some college
50509,2013,1,Suicide,0,M,36.0,White,Home,HS/GED
50513,2013,1,Accidental,0,M,32.0,White,Other specified,Some college
50514,2013,1,Suicide,0,M,91.0,White,Home,HS/GED
50517,2013,1,Accidental,0,M,16.0,White,Home,Less than HS
50523,2013,1,Suicide,0,M,56.0,White,Street,HS/GED
50524,2013,1,Suicide,0,M,23.0,White,Other specified,Less than HS
50525,2013,1,Suicide,0,M,57.0,White,Other unspecified,HS/GED
50528,2013,1,Suicide,0,M,33.0,White,Other specified,HS/GED
50531,2013,1,Suicide,0,M,38.0,Asian/Pacific Islander,Other specified,BA+
50532,2013,1,Suicide,0,M,43.0,White,Street,HS/GED
50533,2013,1,Suicide,0,M,42.0,White,Home,Less than HS
50534,2013,1,Suicide,0,M,30.0,White,Home,HS/GED
50536,2013,1,Suicide,0,F,24.0,White,Other specified,Some college
50537,2013,1,Suicide,0,M,55.0,White,School/instiution,HS/GED
50538,2013,1,Suicide,0,F,49.0,White,Home,HS/GED
50544,2013,1,Suicide,0,M,79.0,White,Home,Some college
50545,2013,2,Suicide,0,M,74.0,White,Home,HS/GED
50548,2013,2,Suicide,0,M,88.0,White,Home,Less than HS
50553,2013,2,Suicide,0,M,22.0,Black,Other specified,BA+
50554,2013,2,Suicide,0,F,27.0,White,Other specified,Less than HS
50558,2013,2,Suicide,0,M,71.0,White,Farm,HS/GED
50560,2013,2,Suicide,0,M,23.0,White,Home,Less than HS
50561,2013,1,Suicide,0,M,48.0,White,Home,Some college
50567,2013,2,Suicide,0,M,59.0,White,Other specified,Some college
50568,2013,2,Suicide,0,M,55.0,White,Home,BA+
50569,2013,1,Suicide,0,M,60.0,White,Home,HS/GED
50570,2013,2,Suicide,0,M,41.0,White,Street,Some college
50571,2013,3,Suicide,0,M,16.0,White,Home,Less than HS
50576,2013,3,Suicide,0,M,63.0,White,Home,BA+
50579,2013,3,Suicide,0,M,78.0,White,Home,Less than HS
50580,2013,2,Accidental,0,M,33.0,White,Home,Less than HS
50582,2013,2,Suicide,0,F,52.0,White,Home,HS/GED
50583,2013,2,Suicide,0,M,51.0,White,Other unspecified,HS/GED
50588,2013,3,Accidental,0,M,30.0,White,Home,HS/GED
50594,2013,2,Suicide,0,F,48.0,White,Other specified,BA+
50598,2013,3,Suicide,0,M,24.0,White,Street,Less than HS
50601,2013,3,Accidental,0,M,51.0,White,Home,Some college
50602,2013,3,Suicide,0,M,48.0,White,Home,Less than HS
50604,2013,3,Suicide,0,M,71.0,White,Home,HS/GED
50606,2013,3,Suicide,0,F,25.0,White,Street,HS/GED
50607,2013,4,Suicide,0,M,43.0,White,Home,Less than HS
50610,2013,2,Suicide,0,M,32.0,White,Home,Less than HS
50614,2013,4,Suicide,0,M,84.0,White,Home,Some college
50616,2013,3,Suicide,0,M,65.0,White,Other specified,Less than HS
50618,2013,3,Suicide,0,M,18.0,White,Other specified,HS/GED
50619,2013,4,Suicide,0,M,54.0,White,Home,BA+
50621,2013,4,Suicide,0,M,85.0,White,Other unspecified,Some college
50623,2013,3,Accidental,0,M,51.0,White,Other specified,HS/GED
50624,2013,4,Suicide,0,M,45.0,White,Other specified,HS/GED
50625,2013,4,Suicide,0,M,55.0,White,Other specified,HS/GED
50626,2013,4,Suicide,0,M,45.0,White,Street,Less than HS
50627,2013,4,Suicide,0,M,34.0,White,Other specified,HS/GED
50629,2013,4,Suicide,0,M,39.0,White,Other specified,Some college
50635,2013,4,Suicide,0,M,48.0,White,Trade/service area,HS/GED
50640,2013,4,Suicide,0,M,36.0,White,Street,HS/GED
50646,2013,4,Suicide,0,M,30.0,Native American/Native Alaskan,Home,Some college
50655,2013,5,Suicide,0,F,36.0,White,Home,HS/GED
50656,2013,5,Suicide,0,M,39.0,White,Home,Less than HS
50657,2013,5,Suicide,0,F,62.0,White,Home,BA+
50658,2013,5,Suicide,0,M,27.0,White,Other specified,Some college
50659,2013,4,Suicide,0,F,15.0,White,Home,Less than HS
50660,2013,5,Suicide,0,M,15.0,White,Home,Less than HS
50662,2013,3,Suicide,0,M,62.0,White,Street,BA+
50664,2013,3,Suicide,0,M,30.0,Native American/Native Alaskan,Trade/service area,Less than HS
50670,2013,5,Accidental,0,M,42.0,White,Home,HS/GED
50672,2013,5,Suicide,0,M,50.0,White,Home,BA+
50673,2013,5,Suicide,0,F,87.0,White,Home,BA+
50676,2013,3,Undetermined,0,M,43.0,White,Home,HS/GED
50680,2013,3,Suicide,0,M,28.0,White,Home,Some college
50685,2013,4,Suicide,0,M,58.0,White,Street,HS/GED
50693,2013,5,Suicide,0,M,86.0,White,Home,HS/GED
50695,2013,5,Suicide,0,M,60.0,White,School/instiution,Some college
50697,2013,5,Suicide,0,F,52.0,White,Home,Less than HS
50698,2013,4,Suicide,0,F,23.0,White,Home,HS/GED
50699,2013,5,Suicide,0,M,28.0,White,Other specified,Some college
50700,2013,5,Suicide,0,M,74.0,White,Home,BA+
50701,2013,5,Suicide,0,M,72.0,White,Other specified,HS/GED
50704,2013,5,Suicide,0,M,68.0,White,Other specified,HS/GED
50713,2013,6,Suicide,0,M,89.0,White,Home,BA+
50718,2013,6,Suicide,0,M,40.0,White,School/instiution,Some college
50719,2013,5,Suicide,0,M,37.0,White,Trade/service area,HS/GED
50720,2013,2,Undetermined,0,M,28.0,White,Home,Some college
50722,2013,6,Suicide,0,M,96.0,White,Home,Less than HS
50723,2013,6,Suicide,0,M,43.0,White,Other unspecified,HS/GED
50726,2013,5,Suicide,0,F,25.0,White,Home,HS/GED
50728,2013,5,Suicide,0,M,32.0,White,Other unspecified,BA+
50731,2013,6,Suicide,0,M,66.0,White,Street,BA+
50732,2013,6,Suicide,0,F,37.0,White,Home,HS/GED
50733,2013,6,Suicide,0,M,23.0,White,Other specified,HS/GED
50734,2013,6,Suicide,0,F,14.0,White,Home,Less than HS
50735,2013,6,Suicide,0,M,40.0,White,Other specified,Some college
50741,2013,6,Suicide,0,M,38.0,White,Street,Some college
50743,2013,6,Suicide,0,M,49.0,White,Other specified,BA+
50745,2013,6,Suicide,0,M,20.0,White,Other specified,Some college
50747,2013,5,Suicide,0,F,48.0,White,Street,BA+
50750,2013,7,Suicide,0,M,27.0,White,Street,Some college
50753,2013,6,Suicide,0,M,34.0,White,Other specified,HS/GED
50757,2013,7,Suicide,0,M,85.0,White,Farm,Less than HS
50759,2013,7,Suicide,0,F,40.0,White,Home,HS/GED
50765,2013,7,Suicide,0,M,77.0,White,Home,HS/GED
50769,2013,7,Suicide,0,M,13.0,White,Other specified,Less than HS
50773,2013,4,Suicide,0,F,55.0,White,Other specified,BA+
50775,2013,7,Suicide,0,M,43.0,White,Home,BA+
50776,2013,7,Suicide,0,F,29.0,Hispanic,Home,Some college
50785,2013,6,Suicide,0,F,29.0,White,Home,HS/GED
50788,2013,7,Suicide,0,M,48.0,White,Trade/service area,HS/GED
50789,2013,7,Suicide,0,M,34.0,White,Other specified,BA+
50792,2013,7,Suicide,0,M,82.0,White,Home,BA+
50794,2013,7,Suicide,0,M,43.0,White,Home,Less than HS
50795,2013,8,Suicide,0,F,71.0,White,Home,Some college
50796,2013,7,Suicide,0,F,49.0,White,Home,Some college
50797,2013,8,Suicide,0,M,45.0,White,Other unspecified,HS/GED
50799,2013,8,Suicide,0,M,82.0,White,Home,Less than HS
50804,2013,8,Suicide,0,M,81.0,White,Farm,Less than HS
50807,2013,5,Suicide,0,M,21.0,White,School/instiution,HS/GED
50812,2013,8,Suicide,0,M,41.0,White,Home,Less than HS
50814,2013,8,Suicide,0,F,46.0,White,Industrial/construction,BA+
50815,2013,8,Suicide,0,M,70.0,White,Other specified,HS/GED
50817,2013,8,Suicide,0,M,35.0,White,Other specified,HS/GED
50822,2013,8,Suicide,0,M,23.0,White,Street,HS/GED
50825,2013,8,Suicide,0,M,25.0,White,Home,Some college
50828,2013,6,Accidental,0,M,33.0,White,Other specified,HS/GED
50830,2013,8,Suicide,0,M,27.0,White,Street,Some college
50834,2013,6,Suicide,0,F,57.0,White,Home,HS/GED
